Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.84, 0.185, 18.1818, 50, 50, 0
Numerical Parameters: NX, NY, ts, delta = 501, 501, 0.8, 0.001 
File written: Tue Apr 16 22:23:16 2024
Comments: 2D 





Ascii values of u and v follow
0 3.43623e-09
0 3.36591e-09
0 3.29787e-09
0 3.23205e-09
0 3.16838e-09
0 3.10675e-09
0 3.04712e-09
0 2.98943e-09
0 2.93358e-09
0 2.87954e-09
0 2.82724e-09
0 2.77663e-09
0 2.72765e-09
0 2.68023e-09
0 2.63436e-09
0 2.58995e-09
0 2.54698e-09
0 2.50539e-09
0 2.46515e-09
0 2.42621e-09
0 2.38853e-09
0 2.35208e-09
0 2.3168e-09
0 2.2827e-09
0 2.24971e-09
0 2.21779e-09
0 2.18694e-09
0 2.15711e-09
0 2.12826e-09
0 2.10041e-09
0 2.07348e-09
0 2.04746e-09
0 2.02234e-09
0 1.99809e-09
0 1.97467e-09
0 1.95208e-09
0 1.93029e-09
0 1.90928e-09
0 1.88903e-09
0 1.86951e-09
0 1.85073e-09
0 1.83265e-09
0 1.81526e-09
0 1.79854e-09
0 1.78248e-09
0 1.76705e-09
0 1.75226e-09
0 1.73809e-09
0 1.72452e-09
0 1.71154e-09
0 1.69912e-09
0 1.6873e-09
0 1.67601e-09
0 1.66527e-09
0 1.65507e-09
0 1.6454e-09
0 1.63624e-09
0 1.62759e-09
0 1.61944e-09
0 1.61179e-09
0 1.60461e-09
0 1.59792e-09
0 1.59171e-09
0 1.58596e-09
0 1.58068e-09
0 1.57584e-09
0 1.57147e-09
0 1.56754e-09
0 1.56406e-09
0 1.56101e-09
0 1.5584e-09
0 1.55623e-09
0 1.55448e-09
0 1.55316e-09
0 1.55228e-09
0 1.55182e-09
0 1.55179e-09
0 1.55217e-09
0 1.553e-09
0 1.55423e-09
0 1.5559e-09
0 1.55799e-09
0 1.5605e-09
0 1.56343e-09
0 1.56681e-09
0 1.5706e-09
0 1.57485e-09
0 1.57951e-09
0 1.58463e-09
0 1.59018e-09
0 1.59618e-09
0 1.60263e-09
0 1.60954e-09
0 1.61689e-09
0 1.62472e-09
0 1.63303e-09
0 1.6418e-09
0 1.65107e-09
0 1.66081e-09
0 1.67106e-09
0 1.68182e-09
0 1.69307e-09
0 1.70485e-09
0 1.71717e-09
0 1.73002e-09
0 1.74342e-09
0 1.75737e-09
0 1.7719e-09
0 1.787e-09
0 1.80271e-09
0 1.819e-09
0 1.83592e-09
0 1.85346e-09
0 1.87165e-09
0 1.89049e-09
0 1.91e-09
0 1.9302e-09
0 1.9511e-09
0 1.97272e-09
0 1.99508e-09
0 2.01818e-09
0 2.04206e-09
0 2.06674e-09
0 2.0922e-09
0 2.11852e-09
0 2.14568e-09
0 2.17371e-09
0 2.20264e-09
0 2.23249e-09
0 2.26328e-09
0 2.29505e-09
0 2.32782e-09
0 2.36159e-09
0 2.39644e-09
0 2.43235e-09
0 2.46939e-09
0 2.50757e-09
0 2.54692e-09
0 2.58748e-09
0 2.62931e-09
0 2.67238e-09
0 2.7168e-09
0 2.76258e-09
0 2.80976e-09
0 2.85837e-09
0 2.90849e-09
0 2.96012e-09
0 3.01333e-09
0 3.0682e-09
0 3.12472e-09
0 3.18299e-09
0 3.24303e-09
0 3.30493e-09
0 3.36872e-09
0 3.43449e-09
0 3.50228e-09
0 3.5722e-09
0 3.64424e-09
0 3.71851e-09
0 3.7951e-09
0 3.87409e-09
0 3.95555e-09
0 4.03953e-09
0 4.12616e-09
0 4.21552e-09
0 4.30767e-09
0 4.40274e-09
0 4.50085e-09
0 4.60205e-09
0 4.70648e-09
0 4.81426e-09
0 4.92547e-09
0 5.04027e-09
0 5.15876e-09
0 5.2811e-09
0 5.40741e-09
0 5.53781e-09
0 5.67249e-09
0 5.81157e-09
0 5.95523e-09
0 6.10362e-09
0 6.25693e-09
0 6.41535e-09
0 6.57904e-09
0 6.74818e-09
0 6.92303e-09
0 7.10372e-09
0 7.29057e-09
0 7.48372e-09
0 7.6835e-09
0 7.89007e-09
0 8.10373e-09
0 8.32478e-09
0 8.55337e-09
0 8.78997e-09
0 9.03478e-09
0 9.28812e-09
0 9.55041e-09
0 9.82189e-09
0 1.01029e-08
0 1.0394e-08
0 1.06955e-08
0 1.10076e-08
0 1.1331e-08
0 1.16661e-08
0 1.20132e-08
0 1.2373e-08
0 1.27459e-08
0 1.31325e-08
0 1.35333e-08
0 1.39488e-08
0 1.43799e-08
0 1.4827e-08
0 1.52907e-08
0 1.57719e-08
0 1.62713e-08
0 1.67896e-08
0 1.73277e-08
0 1.78863e-08
0 1.84665e-08
0 1.90691e-08
0 1.96953e-08
0 2.03458e-08
0 2.10219e-08
0 2.17247e-08
0 2.24556e-08
0 2.32156e-08
0 2.40062e-08
0 2.48287e-08
0 2.56848e-08
0 2.65758e-08
0 2.75035e-08
0 2.84697e-08
0 2.94759e-08
0 3.05243e-08
0 3.16167e-08
0 3.27549e-08
0 3.39412e-08
0 3.51775e-08
0 3.64656e-08
0 3.78081e-08
0 3.92066e-08
0 4.06629e-08
0 4.21788e-08
0 4.37557e-08
0 4.53948e-08
0 4.70965e-08
0 4.88615e-08
0 5.06888e-08
0 5.2577e-08
0 5.45239e-08
0 5.65268e-08
0 5.85816e-08
0 6.06832e-08
0 6.28266e-08
0 6.50055e-08
0 6.72133e-08
0 6.94422e-08
0 7.16839e-08
0 7.39296e-08
0 7.61679e-08
0 7.83868e-08
0 8.05721e-08
0 8.27064e-08
0 8.47693e-08
0 8.67361e-08
0 8.85797e-08
0 9.0269e-08
0 9.17708e-08
0 9.30527e-08
0 9.40848e-08
0 9.48407e-08
0 9.53026e-08
0 9.54581e-08
0 0.00010611
0 0.000105767
0 0.000104737
0 0.000103029
0 0.000100663
0 9.76849e-05
0 9.41672e-05
0 9.02035e-05
0 8.58948e-05
0 8.13359e-05
0 7.66061e-05
0 7.17673e-05
0 6.68709e-05
0 6.1969e-05
0 5.71224e-05
0 5.24078e-05
0 4.79147e-05
0 4.37344e-05
0 3.99458e-05
0 3.65963e-05
0 3.36922e-05
0 3.11965e-05
0 2.90427e-05
0 2.71553e-05
0 2.5468e-05
0 2.39322e-05
0 2.25163e-05
0 2.11998e-05
0 1.99694e-05
0 1.8816e-05
0 1.77328e-05
0 1.67145e-05
0 1.57564e-05
0 1.48547e-05
0 1.40059e-05
0 1.32067e-05
0 1.24541e-05
0 1.17454e-05
0 1.1078e-05
0 1.04494e-05
0 9.85728e-06
0 9.29947e-06
0 8.77405e-06
0 8.27904e-06
0 7.81265e-06
0 7.37317e-06
0 6.95907e-06
0 6.5688e-06
0 6.20104e-06
0 5.85438e-06
0 5.52764e-06
0 5.21962e-06
0 4.92926e-06
0 4.6555e-06
0 4.39737e-06
0 4.15398e-06
0 3.92446e-06
0 3.70799e-06
0 3.50383e-06
0 3.31125e-06
0 3.1296e-06
0 2.95821e-06
0 2.79653e-06
0 2.64395e-06
0 2.49998e-06
0 2.36412e-06
0 2.23589e-06
0 2.11486e-06
0 2.0006e-06
0 1.89274e-06
0 1.79091e-06
0 1.69475e-06
0 1.60395e-06
0 1.5182e-06
0 1.43721e-06
0 1.3607e-06
0 1.28844e-06
0 1.22017e-06
0 1.15566e-06
0 1.09471e-06
0 1.0371e-06
0 9.82655e-07
0 9.31193e-07
0 8.82548e-07
0 8.3656e-07
0 7.93073e-07
0 7.51956e-07
0 7.13072e-07
0 6.76292e-07
0 6.41505e-07
0 6.08594e-07
0 5.77459e-07
0 5.47998e-07
0 5.20118e-07
0 4.93731e-07
0 4.68756e-07
0 4.45114e-07
0 4.22734e-07
0 4.0154e-07
0 3.81472e-07
0 3.62464e-07
0 3.44462e-07
0 3.27409e-07
0 3.11252e-07
0 2.95942e-07
0 2.81435e-07
0 2.67685e-07
0 2.54653e-07
0 2.42296e-07
0 2.30583e-07
0 2.19474e-07
0 2.08939e-07
0 1.98948e-07
0 1.89469e-07
0 1.80477e-07
0 1.71944e-07
0 1.63846e-07
0 1.5616e-07
0 1.48864e-07
0 1.41938e-07
0 1.3536e-07
0 1.29114e-07
0 1.23181e-07
0 1.17545e-07
0 1.1219e-07
0 1.07102e-07
0 1.02266e-07
0 9.76701e-08
0 9.33004e-08
0 8.91452e-08
0 8.5194e-08
0 8.14362e-08
0 7.78612e-08
0 7.44603e-08
0 7.12235e-08
0 6.81435e-08
0 6.52112e-08
0 6.24199e-08
0 5.9762e-08
0 5.72305e-08
0 5.48191e-08
0 5.2522e-08
0 5.03331e-08
0 4.82473e-08
0 4.62591e-08
0 4.43635e-08
0 4.25558e-08
